,Dialogue Index,Utterance Index,Speaker Index,Utterance,Emotions,Sentiments,Dialogue Acts
20652,846,4,1,and the price should be cheap,0,0,dict_keys([])
20653,846,5,2,"Okay , may I suggest italian food ? Pizza hut city centre sounds like it might be what you are looking for . Did you need any further assistance today ?",-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Recommend'])"
20654,846,6,1,do you have a restaurant with those delicacies?,0,0,dict_keys([])
20655,846,7,2,It is at Regent Street City Centre. It is 01223323737 . The postcode is cb21ab . Thank you for contacting us and have a nice day .,-1,-1,"dict_keys(['general-greet', 'Restaurant-Inform'])"
20656,846,8,1,can i get a train for friday?,0,0,dict_keys([])
20657,846,9,2,What is your destination ? Have a good day .,-1,-1,"dict_keys(['Train-Request', 'general-greet'])"
20658,846,10,1,from cambridge,0,0,dict_keys([])
20659,846,11,2,Where are you headed ?,-1,-1,dict_keys(['Train-Request'])
20660,846,12,1,birmingham new street,0,0,dict_keys([])
20661,846,13,2,Their ID is TR5767 . How about 05:00 will that work for you ?,-1,-1,"dict_keys(['Train-Select', 'Train-Inform'])"
20662,846,14,1,i need it for 08:30,0,0,dict_keys([])
20663,846,15,2,Is there anything else I can help you with ?,-1,-1,dict_keys(['general-reqmore'])
20664,846,16,1,i will need a booking for 3 people,0,0,dict_keys([])
20665,846,17,2,What day will you be staying ? What time should I make the reservation for ?,-1,-1,dict_keys(['Booking-Request'])
20666,846,18,1,"friday, 8:30",0,0,dict_keys([])
20667,846,19,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20668,846,20,1,booking for 3,0,0,dict_keys([])
20669,846,21,2,Where are you departing from ? What is your destination ?,-1,-1,dict_keys(['Train-Request'])
20670,846,22,1,cambridge to birmingham new street,0,0,dict_keys([])
20671,846,23,2,Do you have an arrival time in mind ?,-1,-1,dict_keys(['Train-Request'])
20672,846,24,1,no only take up time,0,0,dict_keys([])
20673,846,25,2,For how many people ?,-1,-1,dict_keys(['Train-Request'])
20674,846,26,1,3people,2,1,dict_keys([])
20675,846,27,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20676,846,28,1,travelling time please,2,1,dict_keys([])
20677,846,29,2,Would you like me to book it ? The trip is 51 minutes .,-1,-1,"dict_keys(['Booking-Inform', 'Train-Inform'])"
20678,847,0,1,yes,0,0,dict_keys([])
20679,847,1,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
20680,847,2,1,You are looking for a place to stay. The hotel should be in the type of hotel.,0,0,dict_keys([])
20681,847,3,2,The name is none .,-1,-1,dict_keys(['Police-Inform'])
20682,847,4,1,The hotel should be in the moderate price range. The hotel should be in the north.,0,0,dict_keys([])
20683,847,5,2,There are n't any that match your criteria in the none . Any other suggestions ? It has a rating of 4 stars .,-1,-1,"dict_keys(['Hotel-NoOffer', 'Hotel-Recommend'])"
20684,847,6,1,The hotel should include free wifi.,0,0,dict_keys([])
20685,847,7,2,"Okay , do you have a specific area you want to stay in ? Yes do you have a price range preference ?",-1,-1,dict_keys(['Hotel-Request'])
20686,847,8,1,"Once you find a hotel, make sure you get postcode, address.",0,0,dict_keys([])
20687,847,9,2,It is located at 154 chesterton road. How about acorn guest house ? Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform', 'Hotel-Recommend'])"
20688,847,10,1, Once you find the hotel you want to book it for 6 people on tuesday for 2 nights.,0,0,dict_keys([])
20689,847,11,2,Acorn guest house is a great place. It is a 4-star rating . It is a guesthouse .,-1,-1,dict_keys(['Hotel-Inform'])
20690,847,12,1,If the booking fails how about wednesday.,0,0,dict_keys([])
20691,847,13,2,How many people is the reservation for ? Is there anything else I can help you with today ?,-1,-1,"dict_keys(['Booking-Request', 'general-reqmore'])"
20692,847,14,1,You are excited about seeing local tourist attractions. The attraction should be in the centre. The attraction should be in the type of theatre.,5,2,dict_keys([])
20693,847,15,2,They are located within the centre . We have 4 of those ! Anything specific you need or just a recommendation ? It is listed as theatre .,-1,-1,dict_keys(['Attraction-Inform'])
20694,847,16,1," Once you find an attraction, make sure you get address, postcode.",0,0,dict_keys([])
20695,847,17,2,Adc theatre looks good . It 's considered a theatre . The post code is cb58as .,-1,-1,"dict_keys(['Attraction-Inform', 'Attraction-Recommend'])"
20696,847,18,1,You also want to book a taxi to commute between the two places. The taxi should leave from the hotel to the attraction after 02:15,0,0,dict_keys([])
20697,847,19,2,It 's considered a theatre . Acorn guest house is a great place.,-1,-1,"dict_keys(['Attraction-Inform', 'Hotel-Inform'])"
20698,847,20,1,"Once you find a taxi, make sure you get car type, phone number.",0,0,dict_keys([])
20699,847,21,2,Its entrance fee is ? . You might want to try the adc theatre . Absolutely . There are some wonderful theatre in that area .,-1,-1,dict_keys(['Attraction-Inform'])
20700,848,0,1,Hi! I need a list of indian restaurants,0,0,dict_keys([])
20701,848,1,2,It is in the centre area . I have 22 different restaurants I can give you some information for . They are all pretty good . They serve indian food . There 's a place called curry garden. They are expensive.,-1,-1,dict_keys(['Restaurant-Inform'])
20702,848,2,1,I want a restaurant of a moderate price range,0,0,dict_keys([])
20703,848,3,2,,-1,-1,dict_keys([])
20704,848,4,1,hi?,2,1,dict_keys([])
20705,848,5,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
20706,848,6,1,yes,2,1,dict_keys([])
20707,848,7,2,Would you like to try curry garden ? The phone number is 01223302330 .,-1,-1,dict_keys(['Restaurant-Inform'])
20708,848,8,1,"no, i would like another restaurant",0,0,dict_keys([])
20709,848,9,2,It is in the centre area . There are 22 restaurants in that area that fit that criteria . It is 01223302330 .,-1,-1,dict_keys(['Restaurant-Inform'])
20710,848,10,1,i want a cheap restaurant,0,0,dict_keys([])
20711,848,11,2,It is in the centre area . They serve indian food . How about curry garden ? This is a expensive one . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Inform'])"
20712,848,12,1,i want a list of all indian restaurants in my area,0,0,dict_keys([])
20713,848,13,2,"Okay , how about curry garden ?",-1,-1,dict_keys(['Restaurant-Inform'])
20714,848,14,1,"no, i want a list of all indian restaurants in my area",2,1,dict_keys([])
20715,848,15,2,How about curry garden ? Their phone number is 01223302330 .,-1,-1,dict_keys(['Restaurant-Recommend'])
20716,848,16,1,ok,0,0,dict_keys([])
20717,848,17,2,Is there anything else I can help you with ?,-1,-1,dict_keys(['general-reqmore'])
20718,848,18,1,i want to book a table for 8 people at 17:00 on friday,0,0,dict_keys([])
20719,848,19,2,"Let 's decide on none . Unfortunately , that appears to already be booked . Do you want to try one of the others ?",-1,-1,dict_keys(['Booking-NoBook'])
20720,848,20,1,yes,0,0,dict_keys([])
20721,848,21,2,It is located in the centre . I would suggest curry garden . They are in the expensive price range .,-1,-1,dict_keys(['Restaurant-Recommend'])
20722,849,0,1,I am looking for an expensive restaurant that specializes in Thai food. ,0,0,dict_keys([])
20723,849,1,2,Shall I try to start and book you into one ? It is located in the west . They serve thai . There is a restaurant called sala thong that meets your criteria . It is a expensive restaurant .,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Select', 'Restaurant-Inform'])"
20724,849,2,1,I am looking for a restaurant in the east,0,0,dict_keys([])
20725,849,3,2,How many people is the reservation for ?,-1,-1,dict_keys(['Booking-Request'])
20726,849,4,1,7,0,0,dict_keys([])
20727,849,5,2,Shall I try to start and book you into one ? Do you prefer none name ?,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Select'])"
20728,849,6,1,Can you find an expensive Thai restaurant in the east?,0,0,dict_keys([])
20729,849,7,2,Would you like me to book it ? There are 0 restaurants in that area that fit that criteria . I would suggest none .,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Inform', 'Restaurant-Recommend'])"
20730,849,8,1,Okay is there an expensive Thai restaurant in the west?,0,0,dict_keys([])
20731,849,9,2,They are located at 35 Newnham Road Newnham. They are expensive. You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Inform'])"
20732,849,10,1,Can I have the phone number and postcode for the restaurant?,0,0,dict_keys([])
20733,849,11,2,The number there is 01223323178 . Their postcode is cb39ey.,-1,-1,dict_keys(['Restaurant-Inform'])
20734,849,12,1,And can I make a reservation for 7 people at 15:00 on friday?,0,0,dict_keys([])
20735,849,13,2,I am unable to book this for you . Do you have any other preferences ? What day would you like the booking to be made for ? What time are you looking for a reservation at ?,-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request'])"
20736,849,14,1,Are there any open on saturday?,0,0,dict_keys([])
20737,849,15,2,"I am sorry they do not have a table at none , perhaps another restaurant ? For what time ?",-1,-1,"dict_keys(['Booking-Request', 'Booking-NoBook'])"
20738,849,16,1,Saturday at 15:00,0,0,dict_keys([])
20739,849,17,2,"I ' ve located sala thong , would you like me to assist you with booking ? I ' m sorry but i ' m unable to make the reservation on none . Unfortunately the booking was not successful . What time would you prefer ?",-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request', 'Booking-Inform'])"
20740,849,18,1,Any time during saturday,2,1,dict_keys([])
20741,849,19,2,I ' m sorry those are not available . What time would you prefer ?,-1,-1,"dict_keys(['Booking-NoBook', 'Booking-Request'])"
20742,849,20,1,15:00,0,0,dict_keys([])
20743,849,21,2,I was able to get you that reservation on Saturday . I have booked for 7 people . Would 15:00 be a convenient time for you ?,-1,-1,dict_keys(['Booking-Book'])
20744,849,22,1,Yes that works,6,2,dict_keys([])
20745,849,23,2,"I ' m sorry , I was unable to reserve rooms . Would you like to try anything else ? Is there anything else I can help you with today ?",-1,-1,"dict_keys(['Booking-NoBook', 'general-reqmore'])"
20746,849,24,1,No thats it,0,0,dict_keys([])
20747,849,25,2,Would you like for me to try and make a reservation ?,-1,-1,dict_keys(['Booking-Inform'])
20748,849,26,1,yes please,0,0,dict_keys([])
20749,849,27,2,Thank you for using our services .,-1,-1,dict_keys(['general-greet'])
20750,850,0,1,I am  looking for a place to stay. The hotel should be in the type of guesthouse,0,0,dict_keys([])
20751,850,1,2,"Let 's decide on none . Unfortunately , that appears to already be booked . Do you want to try one of the others ?",-1,-1,dict_keys(['Booking-NoBook'])
20752,850,2,1,The hotel should be in the moderate price range. The hotel should be in the north.,0,0,dict_keys([])
20753,850,3,2,Will acorn guest house be alright ?,-1,-1,dict_keys(['Hotel-Recommend'])
20754,850,4,1,"Once you find a hotel, make sure you get address.",0,0,dict_keys([])
20755,850,5,2,The address is 154 chesterton road . The phone is 01223358966 .,-1,-1,"dict_keys(['Hotel-Inform', 'Police-Inform'])"
20756,850,6,1,Once you find the hotel i want to book it for 7 people on wednesday for 1 nights.,0,0,dict_keys([])
20757,850,7,2,Do you prefer guesthouse type ?,-1,-1,dict_keys(['Hotel-Select'])
20758,850,8,1,I am also looking for a train. The train should arrive by 12:00.,0,0,dict_keys([])
20759,850,9,2,The cost of your ticket will be 23.60 pounds.,-1,-1,dict_keys(['Train-OfferBooked'])
20760,850,10,1,The train should leave on thursday.,0,0,dict_keys([])
20761,850,11,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
20762,850,12,1,The train should go to norwich. The train should depart from cambridge.,0,0,dict_keys([])
20763,850,13,2,Is there a time you would like to get there by ? When would you like the train to depart ?,-1,-1,dict_keys(['Train-Request'])
20764,850,14,1,"Once you find a train, make sure you get departure time, price.",0,0,dict_keys([])
20765,850,15,2,TR8272 would be your perfect fit . I would say you should leave by 05:00.,-1,-1,dict_keys(['Train-Inform'])
20766,850,16,1,"Once you find a train, make sure you get departure time, price.",2,1,dict_keys([])
20767,850,17,2,TR8272 would be your perfect fit . I have a train leaving at 05:00 would that be okay ? It would cost 23.60 pounds .,-1,-1,dict_keys(['Train-Inform'])
20768,851,0,1,Can you help me find a tourist attraction,0,0,dict_keys([])
20769,851,1,2,You are more than welcome !.,-1,-1,dict_keys(['general-greet'])
20770,851,2,1,Thanks,6,2,dict_keys([])
20771,851,3,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
20772,851,4,1,Yes I want to visit a tourist attraction preferably ENTERTAINMENT,0,0,dict_keys([])
20773,851,5,2,You might want to try the cherry hinton hall and grounds .,-1,-1,dict_keys(['Attraction-Inform'])
20774,851,6,1,Oh Thanks Can I get complete address of Cherry Hinton Hall and Phone Number,6,2,dict_keys([])
20775,851,7,2,"Here is the phone number , 01223446104 . Is there anything else I can help you with ?",-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
20776,851,8,1,Address of Cherry Hilton Hall ,0,0,dict_keys([])
20777,851,9,2,"What about none ? Here is the phone number , none .",-1,-1,dict_keys(['Attraction-Inform'])
20778,851,10,1,Cherry hilton hall and grounds,2,1,dict_keys([])
20779,851,11,2,They are located within the none . What time would you like the taxi to pick you up ?,-1,-1,"dict_keys(['Taxi-Request', 'Attraction-Recommend'])"
20780,851,12,1,No thanks for asking,2,1,dict_keys([])
20781,851,13,2,Thank you for using our system !. You 're welcome . Have a good day !.,-1,-1,"dict_keys(['general-bye', 'general-welcome'])"
20782,851,14,1,I want to travel to birmingham new street,0,0,dict_keys([])
20783,851,15,2,"I ' m happy to help , and I hope you enjoy your stay !.",-1,-1,dict_keys(['general-bye'])
20784,851,16,1,yes thanks,6,2,dict_keys([])
20785,851,17,2,"None looks good . Here is the phone number , none .",-1,-1,dict_keys(['Attraction-Inform'])
20786,851,18,1,Can you book a train for me to Birmingham New street from cambridge,0,0,dict_keys([])
20787,851,19,2,What time will you be leaving . The price is 23.60 pounds .,-1,-1,"dict_keys(['Taxi-Request', 'Train-Inform'])"
20788,851,20,1,Saturday 15:15,0,0,dict_keys([])
20789,851,21,2,Do you have a time preference ?,-1,-1,dict_keys(['Booking-Request'])
20790,851,22,1,Yes,0,0,dict_keys([])
20791,851,23,2,What attraction are you thinking about ?,-1,-1,dict_keys(['Attraction-Request'])
20792,851,24,1,Entertainment,0,0,dict_keys([])
20793,851,25,2,"It is located in the none . Sure , there are 0 for you to choose from . It 's considered a none .",-1,-1,dict_keys(['Attraction-Inform'])
20794,851,26,1,Can you find me a train from birmingham new street from cambridge,0,0,dict_keys([])
20795,851,27,2,That one is located in the none . None meets your requirements . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Recommend'])"
20796,851,28,1,Can you book a train for me to Birmingham New street from cambridge,2,1,dict_keys([])
20797,851,29,2,Did you need to book the 1 ? Okay ! How about the train that leaves at 05:00 ?,-1,-1,"dict_keys(['Booking-Inform', 'Train-OfferBook'])"
20798,851,30,1,"Please provide train id , price and departure time for the same",0,0,dict_keys([])
20799,851,31,2,Their ID is TR7075 . The price is 23.60 pounds .,-1,-1,dict_keys(['Train-Inform'])
20800,851,32,1,Cool and Departure time,0,0,dict_keys([])
20801,851,33,2,TR7075 would be your perfect fit . It is 23.60 pounds. Ok great . Would you like for me to go ahead and book the train for you ?,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
20802,851,34,1,cool,0,0,dict_keys([])
20803,851,35,2,What about none ? You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform'])"
